test/water/frame_00002.jpg: true 1, predicted 0
test/no_water/frame_00607.jpg: true 0, predicted 1
test/no_water/frame_00608.jpg: true 0, predicted 1
test/no_water/frame_00609.jpg: true 0, predicted 1
test/no_water/frame_00610.jpg: true 0, predicted 1
test/no_water/frame_00611.jpg: true 0, predicted 1
test/no_water/frame_00612.jpg: true 0, predicted 1
test/no_water/frame_00613.jpg: true 0, predicted 1
test/no_water/frame_00614.jpg: true 0, predicted 1
test/no_water/frame_00615.jpg: true 0, predicted 1
test/no_water/frame_00616.jpg: true 0, predicted 1
test/no_water/frame_00617.jpg: true 0, predicted 1
test/no_water/frame_00618.jpg: true 0, predicted 0
test/no_water/frame_00619.jpg: true 0, predicted 0
test/no_water/frame_00620.jpg: true 0, predicted 0
test/no_water/frame_00621.jpg: true 0, predicted 0
test/no_water/frame_00622.jpg: true 0, predicted 0
test/no_water/frame_00623.jpg: true 0, predicted 0
test/no_water/frame_00624.jpg: true 0, predicted 0
test/no_water/frame_00625.jpg: true 0, predicted 1
test/no_water/frame_00626.jpg: true 0, predicted 1
test/no_water/frame_00627.jpg: true 0, predicted 1
test/no_water/frame_00628.jpg: true 0, predicted 0
test/no_water/frame_00629.jpg: true 0, predicted 0
test/no_water/frame_00630.jpg: true 0, predicted 0
test/no_water/frame_00631.jpg: true 0, predicted 0
test/no_water/frame_00632.jpg: true 0, predicted 0
test/no_water/frame_00633.jpg: true 0, predicted 1
test/no_water/frame_00634.jpg: true 0, predicted 1
test/no_water/frame_00635.jpg: true 0, predicted 1
test/no_water/frame_00636.jpg: true 0, predicted 1
test/no_water/frame_00637.jpg: true 0, predicted 1
test/no_water/frame_00638.jpg: true 0, predicted 1
test/no_water/frame_00639.jpg: true 0, predicted 1
test/no_water/frame_00640.jpg: true 0, predicted 1
test/no_water/frame_00641.jpg: true 0, predicted 1
test/no_water/frame_00642.jpg: true 0, predicted 1
test/no_water/frame_00643.jpg: true 0, predicted 1
test/no_water/frame_00644.jpg: true 0, predicted 1
test/no_water/frame_00645.jpg: true 0, predicted 1
test/no_water/frame_00646.jpg: true 0, predicted 1
test/no_water/frame_00647.jpg: true 0, predicted 1
test/no_water/frame_00648.jpg: true 0, predicted 1
test/no_water/frame_00649.jpg: true 0, predicted 1
test/no_water/frame_00650.jpg: true 0, predicted 1
test/no_water/frame_00651.jpg: true 0, predicted 1
test/no_water/frame_00652.jpg: true 0, predicted 1
test/no_water/frame_00653.jpg: true 0, predicted 1
test/no_water/frame_00654.jpg: true 0, predicted 1
test/no_water/frame_00655.jpg: true 0, predicted 1
test/no_water/frame_00656.jpg: true 0, predicted 1
test/no_water/frame_00657.jpg: true 0, predicted 1
test/no_water/frame_00658.jpg: true 0, predicted 1
test/no_water/frame_00659.jpg: true 0, predicted 1
test/no_water/frame_00660.jpg: true 0, predicted 1
test/no_water/frame_00661.jpg: true 0, predicted 1
test/no_water/frame_00662.jpg: true 0, predicted 1
test/no_water/frame_00663.jpg: true 0, predicted 1
test/no_water/frame_00664.jpg: true 0, predicted 1
test/no_water/frame_00665.jpg: true 0, predicted 1
test/no_water/frame_00666.jpg: true 0, predicted 1
test/no_water/frame_00667.jpg: true 0, predicted 1
test/no_water/frame_00668.jpg: true 0, predicted 1
test/no_water/frame_00669.jpg: true 0, predicted 1
test/no_water/frame_00670.jpg: true 0, predicted 1
test/no_water/frame_00671.jpg: true 0, predicted 1
test/no_water/frame_00672.jpg: true 0, predicted 1
test/no_water/frame_00673.jpg: true 0, predicted 1
test/no_water/frame_00674.jpg: true 0, predicted 1
test/no_water/frame_00675.jpg: true 0, predicted 1
test/no_water/frame_00676.jpg: true 0, predicted 1
test/no_water/frame_00677.jpg: true 0, predicted 1
test/no_water/frame_00678.jpg: true 0, predicted 1
test/no_water/frame_00679.jpg: true 0, predicted 1
test/no_water/frame_00680.jpg: true 0, predicted 1
test/no_water/frame_00681.jpg: true 0, predicted 1
test/no_water/frame_00682.jpg: true 0, predicted 1
test/no_water/frame_00683.jpg: true 0, predicted 1
test/no_water/frame_00684.jpg: true 0, predicted 1
test/no_water/frame_00685.jpg: true 0, predicted 1
test/no_water/frame_00686.jpg: true 0, predicted 1
test/no_water/frame_00687.jpg: true 0, predicted 1
test/no_water/frame_00688.jpg: true 0, predicted 1
test/no_water/frame_00689.jpg: true 0, predicted 1
test/no_water/frame_00690.jpg: true 0, predicted 1
test/no_water/frame_00691.jpg: true 0, predicted 1
test/no_water/frame_00692.jpg: true 0, predicted 1
test/no_water/frame_00693.jpg: true 0, predicted 1
test/no_water/frame_00694.jpg: true 0, predicted 1
test/no_water/frame_00695.jpg: true 0, predicted 1
test/no_water/frame_00696.jpg: true 0, predicted 1
test/no_water/frame_00697.jpg: true 0, predicted 1
test/no_water/frame_00698.jpg: true 0, predicted 1
test/no_water/frame_00699.jpg: true 0, predicted 0
test/no_water/frame_00700.jpg: true 0, predicted 0
test/no_water/frame_00701.jpg: true 0, predicted 0
test/no_water/frame_00702.jpg: true 0, predicted 0
test/no_water/frame_00703.jpg: true 0, predicted 0
test/no_water/frame_00704.jpg: true 0, predicted 0
test/no_water/frame_00705.jpg: true 0, predicted 0
test/no_water/frame_00706.jpg: true 0, predicted 0
test/no_water/frame_00707.jpg: true 0, predicted 0
test/no_water/frame_00708.jpg: true 0, predicted 0
test/no_water/frame_00709.jpg: true 0, predicted 0
test/no_water/frame_00710.jpg: true 0, predicted 0
test/no_water/frame_00711.jpg: true 0, predicted 0
test/no_water/frame_00712.jpg: true 0, predicted 0
test/no_water/frame_00713.jpg: true 0, predicted 0
test/no_water/frame_00714.jpg: true 0, predicted 0
test/no_water/frame_00715.jpg: true 0, predicted 0
test/no_water/frame_00716.jpg: true 0, predicted 0
test/no_water/frame_00717.jpg: true 0, predicted 0
test/no_water/frame_00718.jpg: true 0, predicted 0
test/no_water/frame_00719.jpg: true 0, predicted 0
test/no_water/frame_00720.jpg: true 0, predicted 0
test/no_water/frame_00721.jpg: true 0, predicted 0
test/no_water/frame_00722.jpg: true 0, predicted 0
test/no_water/frame_00723.jpg: true 0, predicted 0
test/no_water/frame_00724.jpg: true 0, predicted 0
test/no_water/frame_00725.jpg: true 0, predicted 0
test/no_water/frame_00726.jpg: true 0, predicted 1
test/no_water/frame_00727.jpg: true 0, predicted 1
test/no_water/frame_00728.jpg: true 0, predicted 1
test/no_water/frame_00729.jpg: true 0, predicted 1
test/no_water/frame_00730.jpg: true 0, predicted 1
test/no_water/frame_00731.jpg: true 0, predicted 1
test/no_water/frame_00732.jpg: true 0, predicted 1
test/no_water/frame_00733.jpg: true 0, predicted 1
test/no_water/frame_00734.jpg: true 0, predicted 1
test/no_water/frame_00735.jpg: true 0, predicted 1
test/no_water/frame_00736.jpg: true 0, predicted 1
test/no_water/frame_00737.jpg: true 0, predicted 1
test/no_water/frame_00738.jpg: true 0, predicted 1
test/no_water/frame_00739.jpg: true 0, predicted 0
test/no_water/frame_00740.jpg: true 0, predicted 1
test/no_water/frame_00741.jpg: true 0, predicted 1
test/no_water/frame_00742.jpg: true 0, predicted 1
test/no_water/frame_00743.jpg: true 0, predicted 1
test/no_water/frame_00744.jpg: true 0, predicted 1
test/no_water/frame_00745.jpg: true 0, predicted 1
test/no_water/frame_00746.jpg: true 0, predicted 1
test/no_water/frame_00747.jpg: true 0, predicted 1
test/no_water/frame_00748.jpg: true 0, predicted 1
test/no_water/frame_00749.jpg: true 0, predicted 1
test/no_water/frame_00750.jpg: true 0, predicted 1
test/no_water/frame_00751.jpg: true 0, predicted 1
test/no_water/frame_00752.jpg: true 0, predicted 1
test/no_water/frame_00753.jpg: true 0, predicted 1
test/no_water/frame_00754.jpg: true 0, predicted 1
test/no_water/frame_00755.jpg: true 0, predicted 1
test/no_water/frame_00756.jpg: true 0, predicted 1
test/no_water/frame_00757.jpg: true 0, predicted 1
test/no_water/frame_00758.jpg: true 0, predicted 0
test/no_water/frame_00759.jpg: true 0, predicted 0
test/no_water/frame_00760.jpg: true 0, predicted 0
test/no_water/frame_00761.jpg: true 0, predicted 0
test/no_water/frame_00762.jpg: true 0, predicted 0
test/no_water/frame_00763.jpg: true 0, predicted 0
test/no_water/frame_00764.jpg: true 0, predicted 0
test/no_water/frame_00765.jpg: true 0, predicted 0
test/no_water/frame_00766.jpg: true 0, predicted 0
test/no_water/frame_00767.jpg: true 0, predicted 0
test/no_water/frame_00768.jpg: true 0, predicted 0
test/no_water/frame_00769.jpg: true 0, predicted 0
test/no_water/frame_00770.jpg: true 0, predicted 0
test/no_water/frame_00771.jpg: true 0, predicted 0
test/no_water/frame_00772.jpg: true 0, predicted 0
test/no_water/frame_00773.jpg: true 0, predicted 0
test/no_water/frame_00774.jpg: true 0, predicted 0
test/no_water/frame_00775.jpg: true 0, predicted 0
test/no_water/frame_00776.jpg: true 0, predicted 0
test/no_water/frame_00777.jpg: true 0, predicted 0
test/no_water/frame_00778.jpg: true 0, predicted 0
test/no_water/frame_00779.jpg: true 0, predicted 0
test/no_water/frame_00780.jpg: true 0, predicted 0
test/no_water/frame_00781.jpg: true 0, predicted 0
test/no_water/frame_00782.jpg: true 0, predicted 0
test/no_water/frame_00783.jpg: true 0, predicted 0
test/no_water/frame_00784.jpg: true 0, predicted 0
test/no_water/frame_00785.jpg: true 0, predicted 0
test/no_water/frame_00786.jpg: true 0, predicted 0
test/no_water/frame_00787.jpg: true 0, predicted 0
test/no_water/frame_00788.jpg: true 0, predicted 0
test/no_water/frame_00789.jpg: true 0, predicted 0
test/no_water/frame_00790.jpg: true 0, predicted 0
test/no_water/frame_00791.jpg: true 0, predicted 0
test/no_water/frame_00792.jpg: true 0, predicted 0
test/no_water/frame_00793.jpg: true 0, predicted 0
test/no_water/frame_00794.jpg: true 0, predicted 0
test/no_water/frame_00795.jpg: true 0, predicted 0
test/no_water/frame_00796.jpg: true 0, predicted 0
test/no_water/frame_00797.jpg: true 0, predicted 0
test/no_water/frame_00798.jpg: true 0, predicted 0
test/no_water/frame_00799.jpg: true 0, predicted 0
test/no_water/frame_00800.jpg: true 0, predicted 0
test/no_water/frame_00801.jpg: true 0, predicted 0
test/no_water/frame_00802.jpg: true 0, predicted 0
test/no_water/frame_00803.jpg: true 0, predicted 0
test/no_water/frame_00804.jpg: true 0, predicted 0
test/no_water/frame_00805.jpg: true 0, predicted 0
test/no_water/frame_00806.jpg: true 0, predicted 0
test/no_water/frame_00807.jpg: true 0, predicted 0
test/no_water/frame_00808.jpg: true 0, predicted 0
test/no_water/frame_00809.jpg: true 0, predicted 0
test/no_water/frame_00810.jpg: true 0, predicted 0
test/no_water/frame_00811.jpg: true 0, predicted 0
test/no_water/frame_00812.jpg: true 0, predicted 0
test/no_water/frame_00813.jpg: true 0, predicted 0
test/no_water/frame_00814.jpg: true 0, predicted 0
test/no_water/frame_00815.jpg: true 0, predicted 0
test/no_water/frame_00816.jpg: true 0, predicted 0
test/no_water/frame_00817.jpg: true 0, predicted 0
test/no_water/frame_00818.jpg: true 0, predicted 0
test/no_water/frame_00819.jpg: true 0, predicted 0
test/no_water/frame_00820.jpg: true 0, predicted 0
test/no_water/frame_00821.jpg: true 0, predicted 0
test/no_water/frame_00822.jpg: true 0, predicted 0
test/no_water/frame_00823.jpg: true 0, predicted 0
test/no_water/frame_00824.jpg: true 0, predicted 0
test/no_water/frame_00825.jpg: true 0, predicted 0
test/no_water/frame_00826.jpg: true 0, predicted 0
test/no_water/frame_00827.jpg: true 0, predicted 0
test/no_water/frame_00828.jpg: true 0, predicted 0
test/no_water/frame_00829.jpg: true 0, predicted 0
test/no_water/frame_00830.jpg: true 0, predicted 0
test/no_water/frame_00831.jpg: true 0, predicted 0
test/no_water/frame_00832.jpg: true 0, predicted 0
test/no_water/frame_00833.jpg: true 0, predicted 0
test/no_water/frame_00834.jpg: true 0, predicted 0
test/no_water/frame_00835.jpg: true 0, predicted 0
test/no_water/frame_00836.jpg: true 0, predicted 0
test/no_water/frame_00837.jpg: true 0, predicted 0
test/no_water/frame_00838.jpg: true 0, predicted 0
test/no_water/frame_00839.jpg: true 0, predicted 0
test/no_water/frame_00840.jpg: true 0, predicted 0
test/no_water/frame_00841.jpg: true 0, predicted 0
test/no_water/frame_00842.jpg: true 0, predicted 0
test/no_water/frame_00843.jpg: true 0, predicted 0
test/no_water/frame_00844.jpg: true 0, predicted 0
test/no_water/frame_00845.jpg: true 0, predicted 0
test/no_water/frame_00846.jpg: true 0, predicted 0
test/no_water/frame_00847.jpg: true 0, predicted 0
test/no_water/frame_00848.jpg: true 0, predicted 0
test/no_water/frame_00849.jpg: true 0, predicted 0
test/no_water/frame_00850.jpg: true 0, predicted 0
test/no_water/frame_00851.jpg: true 0, predicted 0
test/no_water/frame_00852.jpg: true 0, predicted 0
test/no_water/frame_00853.jpg: true 0, predicted 0
test/no_water/frame_00854.jpg: true 0, predicted 0
test/no_water/frame_00855.jpg: true 0, predicted 0
test/no_water/frame_00856.jpg: true 0, predicted 0
test/no_water/frame_00857.jpg: true 0, predicted 0
test/no_water/frame_00858.jpg: true 0, predicted 0
test/no_water/frame_00859.jpg: true 0, predicted 0
test/no_water/frame_00860.jpg: true 0, predicted 0
test/no_water/frame_00861.jpg: true 0, predicted 0
test/no_water/frame_00862.jpg: true 0, predicted 0
test/no_water/frame_00863.jpg: true 0, predicted 0
test/no_water/frame_00864.jpg: true 0, predicted 0
test/no_water/frame_00865.jpg: true 0, predicted 0
test/no_water/frame_00866.jpg: true 0, predicted 0
test/no_water/frame_00867.jpg: true 0, predicted 0
test/no_water/frame_00868.jpg: true 0, predicted 0
test/no_water/frame_00869.jpg: true 0, predicted 0
test/no_water/frame_00870.jpg: true 0, predicted 0
test/no_water/frame_00871.jpg: true 0, predicted 0
test/no_water/frame_00872.jpg: true 0, predicted 0
test/no_water/frame_00873.jpg: true 0, predicted 0
test/no_water/frame_00874.jpg: true 0, predicted 0
test/no_water/frame_00875.jpg: true 0, predicted 0
test/no_water/frame_00876.jpg: true 0, predicted 0
test/no_water/frame_00877.jpg: true 0, predicted 0
test/no_water/frame_00878.jpg: true 0, predicted 0
test/no_water/frame_00879.jpg: true 0, predicted 0
test/no_water/frame_00880.jpg: true 0, predicted 0
test/no_water/frame_00881.jpg: true 0, predicted 0
test/no_water/frame_00882.jpg: true 0, predicted 0
test/no_water/frame_00883.jpg: true 0, predicted 0
test/no_water/frame_00884.jpg: true 0, predicted 0
test/no_water/frame_00885.jpg: true 0, predicted 0
test/no_water/frame_00886.jpg: true 0, predicted 0
test/no_water/frame_00887.jpg: true 0, predicted 1
test/no_water/frame_00888.jpg: true 0, predicted 1
test/no_water/frame_00889.jpg: true 0, predicted 1
test/no_water/frame_00890.jpg: true 0, predicted 1
test/no_water/frame_00891.jpg: true 0, predicted 1
test/no_water/frame_00892.jpg: true 0, predicted 1
test/no_water/frame_00893.jpg: true 0, predicted 1
test/no_water/frame_00894.jpg: true 0, predicted 1
test/no_water/frame_00895.jpg: true 0, predicted 1
test/no_water/frame_00896.jpg: true 0, predicted 1
test/no_water/frame_00897.jpg: true 0, predicted 1
test/no_water/frame_00898.jpg: true 0, predicted 1
test/no_water/frame_00899.jpg: true 0, predicted 1
test/no_water/frame_00900.jpg: true 0, predicted 1
test/no_water/frame_00901.jpg: true 0, predicted 1
test/no_water/frame_00902.jpg: true 0, predicted 1
test/no_water/frame_00903.jpg: true 0, predicted 1
test/no_water/frame_00904.jpg: true 0, predicted 1
test/no_water/frame_00905.jpg: true 0, predicted 1
test/no_water/frame_00906.jpg: true 0, predicted 1
test/no_water/frame_00907.jpg: true 0, predicted 1
test/no_water/frame_00908.jpg: true 0, predicted 1
test/no_water/frame_00909.jpg: true 0, predicted 1
test/no_water/frame_00910.jpg: true 0, predicted 1
test/no_water/frame_00911.jpg: true 0, predicted 1
test/no_water/frame_00912.jpg: true 0, predicted 1
test/no_water/frame_00913.jpg: true 0, predicted 1
test/no_water/frame_00914.jpg: true 0, predicted 1
test/no_water/frame_00915.jpg: true 0, predicted 1
test/no_water/frame_00916.jpg: true 0, predicted 1
test/no_water/frame_00917.jpg: true 0, predicted 1
test/no_water/frame_00918.jpg: true 0, predicted 1
test/no_water/frame_00919.jpg: true 0, predicted 1
test/no_water/frame_00920.jpg: true 0, predicted 1
test/no_water/frame_00921.jpg: true 0, predicted 1
test/no_water/frame_00922.jpg: true 0, predicted 1
test/no_water/frame_00923.jpg: true 0, predicted 1
test/no_water/frame_00924.jpg: true 0, predicted 1
test/no_water/frame_00925.jpg: true 0, predicted 1
test/no_water/frame_00926.jpg: true 0, predicted 1
test/no_water/frame_00927.jpg: true 0, predicted 1
test/no_water/frame_00928.jpg: true 0, predicted 1
test/no_water/frame_00929.jpg: true 0, predicted 1
test/no_water/frame_00930.jpg: true 0, predicted 1
test/no_water/frame_00931.jpg: true 0, predicted 1
test/no_water/frame_00932.jpg: true 0, predicted 1
test/no_water/frame_00933.jpg: true 0, predicted 1
test/no_water/frame_00934.jpg: true 0, predicted 1
test/no_water/frame_00935.jpg: true 0, predicted 1
test/no_water/frame_00936.jpg: true 0, predicted 1
test/no_water/frame_00937.jpg: true 0, predicted 1
test/no_water/frame_00938.jpg: true 0, predicted 1
test/no_water/frame_00939.jpg: true 0, predicted 1
test/no_water/frame_00940.jpg: true 0, predicted 1
test/no_water/frame_00941.jpg: true 0, predicted 1
test/no_water/frame_00942.jpg: true 0, predicted 1
test/no_water/frame_00943.jpg: true 0, predicted 1
test/no_water/frame_00944.jpg: true 0, predicted 1
test/no_water/frame_00945.jpg: true 0, predicted 1
test/no_water/frame_00946.jpg: true 0, predicted 1
test/no_water/frame_00947.jpg: true 0, predicted 1
test/no_water/frame_00948.jpg: true 0, predicted 1
test/no_water/frame_00949.jpg: true 0, predicted 1
test/no_water/frame_00950.jpg: true 0, predicted 1
test/no_water/frame_00951.jpg: true 0, predicted 1
test/no_water/frame_00952.jpg: true 0, predicted 1
